date,product_id,supplier_id,warehouse_id,region,demand,inventory_level,units_sold,units_ordered,lead_time_actual,defect_rate,shipping_cost,stockout,category,unit_cost,lead_time_days,reorder_point,safety_stock,reliability_score,revenue,stockout_cost,holding_cost,day_of_week,month,quarter,year,is_weekend,late_delivery
2025-08-26,P016,S03,WH4,North,217,0,0,228,23,0.0318,25.11,1,Apparel,228.0,6,249,82,0.97,0.0,74214.0,0.0,1,8,3,2025,0,1
2025-08-27,P016,S03,WH4,North,258,143,143,295,12,0.1392,15.02,1,Apparel,228.0,6,249,82,0.97,32604.0,39330.0,6.5208,2,8,3,2025,0,1
2025-08-28,P016,S03,WH4,West,218,0,0,61,31,0.077,119.94,1,Apparel,228.0,6,249,82,0.97,0.0,74556.0,0.0,3,8,3,2025,0,1
2025-08-29,P016,S03,WH4,South,147,0,0,60,8,0.0882,91.15,1,Apparel,228.0,6,249,82,0.97,0.0,50274.0,0.0,4,8,3,2025,0,1
2025-08-30,P016,S03,WH4,East,172,0,0,246,16,0.1157,143.36,1,Apparel,228.0,6,249,82,0.97,0.0,58824.0,0.0,5,8,3,2025,1,1
2025-08-31,P016,S03,WH4,North,240,0,0,268,15,0.0966,67.48,1,Apparel,228.0,6,249,82,0.97,0.0,82080.0,0.0,6,8,3,2025,1,1
2025-09-01,P016,S03,WH4,Central,174,0,0,35,23,0.1742,66.73,1,Apparel,228.0,6,249,82,0.97,0.0,59508.0,0.0,0,9,3,2025,0,1
2025-09-02,P016,S03,WH4,North,203,0,0,94,33,0.0885,106.28,1,Apparel,228.0,6,249,82,0.97,0.0,69426.0,0.0,1,9,3,2025,0,1
2025-09-03,P016,S03,WH4,East,230,0,0,200,26,0.0851,147.66,1,Apparel,228.0,6,249,82,0.97,0.0,78660.0,0.0,2,9,3,2025,0,1
2025-09-04,P016,S03,WH4,Central,217,0,0,207,17,0.0121,10.61,1,Apparel,228.0,6,249,82,0.97,0.0,74214.0,0.0,3,9,3,2025,0,1
2025-09-05,P016,S03,WH4,Central,211,0,0,8,8,0.0265,24.47,1,Apparel,228.0,6,249,82,0.97,0.0,72162.0,0.0,4,9,3,2025,0,1
2025-09-06,P016,S03,WH4,East,230,101,101,88,18,0.0833,126.06,1,Apparel,228.0,6,249,82,0.97,23028.0,44118.0,4.6056,5,9,3,2025,1,1
2025-09-07,P016,S03,WH4,East,230,0,0,93,31,0.0685,68.57,1,Apparel,228.0,6,249,82,0.97,0.0,78660.0,0.0,6,9,3,2025,1,1
2025-09-08,P016,S03,WH4,West,220,0,0,207,20,0.1179,96.05,1,Apparel,228.0,6,249,82,0.97,0.0,75240.0,0.0,0,9,3,2025,0,1
2025-09-09,P016,S03,WH4,North,163,0,0,103,7,0.0296,31.11,1,Apparel,228.0,6,249,82,0.97,0.0,55746.0,0.0,1,9,3,2025,0,1
2025-09-10,P016,S03,WH4,North,226,0,0,131,28,0.006,32.88,1,Apparel,228.0,6,249,82,0.97,0.0,77292.0,0.0,2,9,3,2025,0,1
2025-09-11,P016,S03,WH4,East,165,97,97,153,32,0.0286,73.46,1,Apparel,228.0,6,249,82,0.97,22116.0,23256.0,4.4232000000000005,3,9,3,2025,0,1
2025-09-12,P016,S03,WH4,East,225,0,0,115,6,0.0742,108.22,1,Apparel,228.0,6,249,82,0.97,0.0,76950.0,0.0,4,9,3,2025,0,0
2025-09-13,P016,S03,WH4,Central,210,0,0,166,29,0.1812,101.47,1,Apparel,228.0,6,249,82,0.97,0.0,71820.0,0.0,5,9,3,2025,1,1
2025-09-14,P016,S03,WH4,South,215,0,0,95,24,0.0364,139.66,1,Apparel,228.0,6,249,82,0.97,0.0,73530.0,0.0,6,9,3,2025,1,1
2025-09-15,P016,S03,WH4,East,215,0,0,290,24,0.0954,30.83,1,Apparel,228.0,6,249,82,0.97,0.0,73530.0,0.0,0,9,3,2025,0,1
2025-09-16,P016,S03,WH4,East,263,0,0,169,3,0.0108,81.54,1,Apparel,228.0,6,249,82,0.97,0.0,89946.0,0.0,1,9,3,2025,0,0
2025-09-17,P016,S03,WH4,East,221,0,0,81,32,0.0378,56.45,1,Apparel,228.0,6,249,82,0.97,0.0,75582.0,0.0,2,9,3,2025,0,1
2025-09-18,P016,S03,WH4,South,192,0,0,184,18,0.0187,51.37,1,Apparel,228.0,6,249,82,0.97,0.0,65664.0,0.0,3,9,3,2025,0,1
2025-09-19,P016,S03,WH4,North,204,0,0,299,5,0.036,19.09,1,Apparel,228.0,6,249,82,0.97,0.0,69768.0,0.0,4,9,3,2025,0,0
2025-09-20,P016,S03,WH4,Central,208,144,144,76,33,0.1975,25.12,1,Apparel,228.0,6,249,82,0.97,32832.0,21888.0,6.566400000000001,5,9,3,2025,1,1
2025-09-21,P016,S03,WH4,West,204,0,0,294,31,0.0005,92.14,1,Apparel,228.0,6,249,82,0.97,0.0,69768.0,0.0,6,9,3,2025,1,1
2025-09-22,P016,S03,WH4,West,218,0,0,246,26,0.0672,138.04,1,Apparel,228.0,6,249,82,0.97,0.0,74556.0,0.0,0,9,3,2025,0,1
2025-09-23,P016,S03,WH4,South,243,0,0,109,23,0.1053,145.78,1,Apparel,228.0,6,249,82,0.97,0.0,83106.0,0.0,1,9,3,2025,0,1
2025-09-24,P016,S03,WH4,South,237,0,0,279,30,0.0652,55.69,1,Apparel,228.0,6,249,82,0.97,0.0,81054.0,0.0,2,9,3,2025,0,1
2025-09-25,P016,S03,WH4,West,229,13,13,61,25,0.0037,35.88,1,Apparel,228.0,6,249,82,0.97,2964.0,73872.0,0.5928,3,9,3,2025,0,1
2025-09-26,P016,S03,WH4,South,168,0,0,179,10,0.028,96.35,1,Apparel,228.0,6,249,82,0.97,0.0,57456.0,0.0,4,9,3,2025,0,1
2025-09-27,P016,S03,WH4,Central,217,0,0,183,20,0.0615,96.38,1,Apparel,228.0,6,249,82,0.97,0.0,74214.0,0.0,5,9,3,2025,1,1
2025-09-28,P016,S03,WH4,North,233,0,0,261,27,0.1295,97.41,1,Apparel,228.0,6,249,82,0.97,0.0,79686.0,0.0,6,9,3,2025,1,1
2025-09-29,P016,S03,WH4,Central,220,0,0,184,31,0.0047,132.99,1,Apparel,228.0,6,249,82,0.97,0.0,75240.0,0.0,0,9,3,2025,0,1
2025-09-30,P016,S03,WH4,West,239,0,0,293,16,0.0738,133.51,1,Apparel,228.0,6,249,82,0.97,0.0,81738.0,0.0,1,9,3,2025,0,1
2025-10-01,P016,S03,WH4,West,186,0,0,69,13,0.0005,140.41,1,Apparel,228.0,6,249,82,0.97,0.0,63612.0,0.0,2,10,4,2025,0,1
2025-10-02,P016,S03,WH4,North,228,0,0,298,1,0.002,57.44,1,Apparel,228.0,6,249,82,0.97,0.0,77976.0,0.0,3,10,4,2025,0,0
2025-10-03,P016,S03,WH4,East,205,0,0,209,32,0.0122,103.32,1,Apparel,228.0,6,249,82,0.97,0.0,70110.0,0.0,4,10,4,2025,0,1
2025-10-04,P016,S03,WH4,South,225,92,92,219,29,0.0036,31.06,1,Apparel,228.0,6,249,82,0.97,20976.0,45486.0,4.1952,5,10,4,2025,1,1
2025-10-05,P016,S03,WH4,South,198,0,0,188,30,0.0995,147.42,1,Apparel,228.0,6,249,82,0.97,0.0,67716.0,0.0,6,10,4,2025,1,1
2025-10-06,P016,S03,WH4,Central,182,0,0,17,28,0.0123,96.75,1,Apparel,228.0,6,249,82,0.97,0.0,62244.0,0.0,0,10,4,2025,0,1
2025-10-07,P016,S03,WH4,East,211,0,0,48,24,0.0693,9.48,1,Apparel,228.0,6,249,82,0.97,0.0,72162.0,0.0,1,10,4,2025,0,1
2025-10-08,P016,S03,WH4,Central,238,0,0,243,2,0.0323,30.9,1,Apparel,228.0,6,249,82,0.97,0.0,81396.0,0.0,2,10,4,2025,0,0
2025-10-09,P016,S03,WH4,East,221,42,42,152,22,0.0038,133.95,1,Apparel,228.0,6,249,82,0.97,9576.0,61218.0,1.9152,3,10,4,2025,0,1
2025-10-10,P016,S03,WH4,Central,222,0,0,47,11,0.039,133.57,1,Apparel,228.0,6,249,82,0.97,0.0,75924.0,0.0,4,10,4,2025,0,1
2025-10-11,P016,S03,WH4,West,226,0,0,275,20,0.0577,134.29,1,Apparel,228.0,6,249,82,0.97,0.0,77292.0,0.0,5,10,4,2025,1,1
2025-10-12,P016,S03,WH4,East,185,0,0,40,10,0.0514,144.32,1,Apparel,228.0,6,249,82,0.97,0.0,63270.0,0.0,6,10,4,2025,1,1
2025-10-13,P016,S03,WH4,West,180,0,0,64,5,0.0399,93.12,1,Apparel,228.0,6,249,82,0.97,0.0,61560.0,0.0,0,10,4,2025,0,0
2025-10-14,P016,S03,WH4,South,232,0,0,120,22,0.0769,43.91,1,Apparel,228.0,6,249,82,0.97,0.0,79344.0,0.0,1,10,4,2025,0,1
2025-10-15,P016,S03,WH4,Central,201,0,0,101,16,0.0195,61.35,1,Apparel,228.0,6,249,82,0.97,0.0,68742.0,0.0,2,10,4,2025,0,1
2025-10-16,P016,S03,WH4,North,238,0,0,13,32,0.1253,128.13,1,Apparel,228.0,6,249,82,0.97,0.0,81396.0,0.0,3,10,4,2025,0,1
2025-10-17,P016,S03,WH4,West,175,0,0,38,3,0.1428,41.76,1,Apparel,228.0,6,249,82,0.97,0.0,59850.0,0.0,4,10,4,2025,0,0
2025-10-18,P016,S03,WH4,North,174,0,0,161,2,0.0421,98.36,1,Apparel,228.0,6,249,82,0.97,0.0,59508.0,0.0,5,10,4,2025,1,0
2025-10-19,P016,S03,WH4,West,235,0,0,77,21,0.0108,34.74,1,Apparel,228.0,6,249,82,0.97,0.0,80370.0,0.0,6,10,4,2025,1,1
2025-10-20,P016,S03,WH4,West,223,0,0,192,18,0.0211,77.31,1,Apparel,228.0,6,249,82,0.97,0.0,76266.0,0.0,0,10,4,2025,0,1
2025-10-21,P016,S03,WH4,West,247,0,0,264,31,0.0354,58.21,1,Apparel,228.0,6,249,82,0.97,0.0,84474.0,0.0,1,10,4,2025,0,1
2025-10-22,P016,S03,WH4,East,186,0,0,237,34,0.0131,127.63,1,Apparel,228.0,6,249,82,0.97,0.0,63612.0,0.0,2,10,4,2025,0,1
2025-10-23,P016,S03,WH4,West,174,144,144,247,18,0.0375,73.07,1,Apparel,228.0,6,249,82,0.97,32832.0,10260.0,6.566400000000001,3,10,4,2025,0,1
2025-10-24,P016,S03,WH4,North,212,0,0,161,27,0.0732,124.26,1,Apparel,228.0,6,249,82,0.97,0.0,72504.0,0.0,4,10,4,2025,0,1
2025-10-25,P016,S03,WH4,East,255,0,0,181,20,0.0058,132.33,1,Apparel,228.0,6,249,82,0.97,0.0,87210.0,0.0,5,10,4,2025,1,1
2025-10-26,P016,S03,WH4,East,212,0,0,117,23,0.0812,85.96,1,Apparel,228.0,6,249,82,0.97,0.0,72504.0,0.0,6,10,4,2025,1,1
2025-10-27,P016,S03,WH4,Central,258,0,0,92,18,0.0234,51.17,1,Apparel,228.0,6,249,82,0.97,0.0,88236.0,0.0,0,10,4,2025,0,1
2025-10-28,P016,S03,WH4,South,234,0,0,208,24,0.0257,124.48,1,Apparel,228.0,6,249,82,0.97,0.0,80028.0,0.0,1,10,4,2025,0,1
2025-10-29,P016,S03,WH4,West,210,0,0,175,19,0.0411,55.59,1,Apparel,228.0,6,249,82,0.97,0.0,71820.0,0.0,2,10,4,2025,0,1
2025-10-30,P016,S03,WH4,South,218,0,0,263,20,0.0544,75.64,1,Apparel,228.0,6,249,82,0.97,0.0,74556.0,0.0,3,10,4,2025,0,1
2025-10-31,P016,S03,WH4,South,229,0,0,128,8,0.0107,41.94,1,Apparel,228.0,6,249,82,0.97,0.0,78318.0,0.0,4,10,4,2025,0,1
2025-11-01,P016,S03,WH4,Central,550,0,0,91,18,0.0258,119.4,1,Apparel,228.0,6,249,82,0.97,0.0,188100.0,0.0,5,11,4,2025,1,1
2025-11-02,P016,S03,WH4,South,195,0,0,183,18,0.1287,141.49,1,Apparel,228.0,6,249,82,0.97,0.0,66690.0,0.0,6,11,4,2025,1,1
2025-11-03,P016,S03,WH4,South,200,0,0,216,33,0.1138,113.17,1,Apparel,228.0,6,249,82,0.97,0.0,68400.0,0.0,0,11,4,2025,0,1
2025-11-04,P016,S03,WH4,South,212,159,159,149,8,0.0268,114.25,1,Apparel,228.0,6,249,82,0.97,36252.0,18126.0,7.2504,1,11,4,2025,0,1
2025-11-05,P016,S03,WH4,West,189,0,0,24,32,0.0259,145.68,1,Apparel,228.0,6,249,82,0.97,0.0,64638.0,0.0,2,11,4,2025,0,1
2025-11-06,P016,S03,WH4,North,253,0,0,75,27,0.0374,75.61,1,Apparel,228.0,6,249,82,0.97,0.0,86526.0,0.0,3,11,4,2025,0,1
2025-11-07,P016,S03,WH4,Central,199,0,0,120,19,0.1595,67.92,1,Apparel,228.0,6,249,82,0.97,0.0,68058.0,0.0,4,11,4,2025,0,1
2025-11-08,P016,S03,WH4,South,275,0,0,48,32,0.0216,144.87,1,Apparel,228.0,6,249,82,0.97,0.0,94050.0,0.0,5,11,4,2025,1,1
2025-11-09,P016,S03,WH4,South,192,51,51,18,5,0.0216,135.3,1,Apparel,228.0,6,249,82,0.97,11628.0,48222.0,2.3256,6,11,4,2025,1,0
2025-11-10,P016,S03,WH4,South,214,0,0,17,16,0.0636,147.87,1,Apparel,228.0,6,249,82,0.97,0.0,73188.0,0.0,0,11,4,2025,0,1
2025-11-11,P016,S03,WH4,South,202,0,0,297,8,0.0361,80.82,1,Apparel,228.0,6,249,82,0.97,0.0,69084.0,0.0,1,11,4,2025,0,1
2025-11-12,P016,S03,WH4,South,237,0,0,24,25,0.0152,71.71,1,Apparel,228.0,6,249,82,0.97,0.0,81054.0,0.0,2,11,4,2025,0,1
2025-11-13,P016,S03,WH4,Central,237,161,161,71,15,0.0429,69.24,1,Apparel,228.0,6,249,82,0.97,36708.0,25992.0,7.341600000000001,3,11,4,2025,0,1
2025-11-14,P016,S03,WH4,Central,230,0,0,16,11,0.082,51.53,1,Apparel,228.0,6,249,82,0.97,0.0,78660.0,0.0,4,11,4,2025,0,1
2025-11-15,P016,S03,WH4,West,183,0,0,127,25,0.0828,138.1,1,Apparel,228.0,6,249,82,0.97,0.0,62586.0,0.0,5,11,4,2025,1,1
2025-11-16,P016,S03,WH4,East,197,0,0,173,30,0.0163,74.55,1,Apparel,228.0,6,249,82,0.97,0.0,67374.0,0.0,6,11,4,2025,1,1
2025-11-17,P016,S03,WH4,East,263,0,0,273,34,0.0166,131.41,1,Apparel,228.0,6,249,82,0.97,0.0,89946.0,0.0,0,11,4,2025,0,1
2025-11-18,P016,S03,WH4,South,286,2,2,43,17,0.1821,69.38,1,Apparel,228.0,6,249,82,0.97,456.0,97128.0,0.0912,1,11,4,2025,0,1
2025-11-19,P016,S03,WH4,North,186,0,0,56,7,0.0125,81.22,1,Apparel,228.0,6,249,82,0.97,0.0,63612.0,0.0,2,11,4,2025,0,1
2025-11-20,P016,S03,WH4,Central,222,0,0,272,18,0.0316,41.56,1,Apparel,228.0,6,249,82,0.97,0.0,75924.0,0.0,3,11,4,2025,0,1
2025-11-21,P016,S03,WH4,North,199,0,0,155,24,0.0358,131.46,1,Apparel,228.0,6,249,82,0.97,0.0,68058.0,0.0,4,11,4,2025,0,1
2025-11-22,P016,S03,WH4,Central,207,0,0,205,28,0.0146,25.13,1,Apparel,228.0,6,249,82,0.97,0.0,70794.0,0.0,5,11,4,2025,1,1
2025-11-23,P016,S03,WH4,East,227,0,0,32,31,0.0243,138.28,1,Apparel,228.0,6,249,82,0.97,0.0,77634.0,0.0,6,11,4,2025,1,1
2025-11-24,P016,S03,WH4,East,219,0,0,115,21,0.0284,134.11,1,Apparel,228.0,6,249,82,0.97,0.0,74898.0,0.0,0,11,4,2025,0,1
2025-11-25,P016,S03,WH4,West,210,0,0,248,5,0.1166,60.03,1,Apparel,228.0,6,249,82,0.97,0.0,71820.0,0.0,1,11,4,2025,0,0
2025-11-26,P016,S03,WH4,West,197,0,0,258,17,0.0059,34.46,1,Apparel,228.0,6,249,82,0.97,0.0,67374.0,0.0,2,11,4,2025,0,1
2025-11-27,P016,S03,WH4,North,234,101,101,130,33,0.0414,127.06,1,Apparel,228.0,6,249,82,0.97,23028.0,45486.0,4.6056,3,11,4,2025,0,1
2025-11-28,P016,S03,WH4,Central,227,0,0,256,7,0.0231,138.19,1,Apparel,228.0,6,249,82,0.97,0.0,77634.0,0.0,4,11,4,2025,0,1
2025-11-29,P016,S03,WH4,West,225,0,0,217,23,0.0438,129.01,1,Apparel,228.0,6,249,82,0.97,0.0,76950.0,0.0,5,11,4,2025,1,1
2025-11-30,P016,S03,WH4,Central,226,0,0,96,32,0.0125,92.64,1,Apparel,228.0,6,249,82,0.97,0.0,77292.0,0.0,6,11,4,2025,1,1
2025-12-01,P016,S03,WH4,North,240,0,0,229,17,0.0901,104.83,1,Apparel,228.0,6,249,82,0.97,0.0,82080.0,0.0,0,12,4,2025,0,1
2025-12-02,P016,S03,WH4,Central,199,0,0,69,30,0.0007,15.73,1,Apparel,228.0,6,249,82,0.97,0.0,68058.0,0.0,1,12,4,2025,0,1
2025-12-03,P016,S03,WH4,East,214,0,0,246,19,0.0096,71.06,1,Apparel,228.0,6,249,82,0.97,0.0,73188.0,0.0,2,12,4,2025,0,1
2025-12-04,P016,S03,WH4,North,225,0,0,45,26,0.0131,40.59,1,Apparel,228.0,6,249,82,0.97,0.0,76950.0,0.0,3,12,4,2025,0,1
2025-12-05,P016,S03,WH4,North,197,0,0,163,10,0.0137,81.96,1,Apparel,228.0,6,249,82,0.97,0.0,67374.0,0.0,4,12,4,2025,0,1
2025-12-06,P016,S03,WH4,South,201,147,147,108,27,0.0048,70.89,1,Apparel,228.0,6,249,82,0.97,33516.0,18468.0,6.703200000000001,5,12,4,2025,1,1
2025-12-07,P016,S03,WH4,Central,260,0,0,251,25,0.1082,92.83,1,Apparel,228.0,6,249,82,0.97,0.0,88920.0,0.0,6,12,4,2025,1,1
2025-12-08,P016,S03,WH4,North,246,0,0,125,27,0.0221,58.53,1,Apparel,228.0,6,249,82,0.97,0.0,84132.0,0.0,0,12,4,2025,0,1
2025-12-09,P016,S03,WH4,West,258,0,0,197,8,0.0829,140.42,1,Apparel,228.0,6,249,82,0.97,0.0,88236.0,0.0,1,12,4,2025,0,1
2025-12-10,P016,S03,WH4,West,221,162,162,108,17,0.0295,26.16,1,Apparel,228.0,6,249,82,0.97,36936.0,20178.0,7.3872,2,12,4,2025,0,1
2025-12-11,P016,S03,WH4,South,195,0,0,137,12,0.1585,23.81,1,Apparel,228.0,6,249,82,0.97,0.0,66690.0,0.0,3,12,4,2025,0,1
2025-12-12,P016,S03,WH4,Central,277,0,0,145,2,0.082,143.34,1,Apparel,228.0,6,249,82,0.97,0.0,94734.0,0.0,4,12,4,2025,0,0
2025-12-13,P016,S03,WH4,East,256,0,0,149,2,0.0839,18.48,1,Apparel,228.0,6,249,82,0.97,0.0,87552.0,0.0,5,12,4,2025,1,0
2025-12-14,P016,S03,WH4,South,249,0,0,169,24,0.0188,35.2,1,Apparel,228.0,6,249,82,0.97,0.0,85158.0,0.0,6,12,4,2025,1,1
2025-12-15,P016,S03,WH4,Central,219,0,0,38,18,0.0643,57.12,1,Apparel,228.0,6,249,82,0.97,0.0,74898.0,0.0,0,12,4,2025,0,1
2025-12-16,P016,S03,WH4,North,244,0,0,14,18,0.0105,107.84,1,Apparel,228.0,6,249,82,0.97,0.0,83448.0,0.0,1,12,4,2025,0,1
2025-12-17,P016,S03,WH4,North,211,0,0,108,16,0.0003,122.46,1,Apparel,228.0,6,249,82,0.97,0.0,72162.0,0.0,2,12,4,2025,0,1
2025-12-18,P016,S03,WH4,South,212,0,0,219,30,0.0017,69.09,1,Apparel,228.0,6,249,82,0.97,0.0,72504.0,0.0,3,12,4,2025,0,1
2025-12-19,P016,S03,WH4,South,215,84,84,27,18,0.0079,113.94,1,Apparel,228.0,6,249,82,0.97,19152.0,44802.0,3.8304,4,12,4,2025,0,1
2025-12-20,P016,S03,WH4,East,236,0,0,43,6,0.0664,77.8,1,Apparel,228.0,6,249,82,0.97,0.0,80712.0,0.0,5,12,4,2025,1,0
2025-12-21,P016,S03,WH4,Central,237,0,0,84,25,0.0701,45.45,1,Apparel,228.0,6,249,82,0.97,0.0,81054.0,0.0,6,12,4,2025,1,1
2025-12-22,P016,S03,WH4,Central,237,0,0,133,5,0.0167,67.13,1,Apparel,228.0,6,249,82,0.97,0.0,81054.0,0.0,0,12,4,2025,0,0
2025-12-23,P016,S03,WH4,South,247,127,127,52,26,0.0903,55.94,1,Apparel,228.0,6,249,82,0.97,28956.0,41040.0,5.7912,1,12,4,2025,0,1
2025-12-24,P016,S03,WH4,West,234,0,0,89,31,0.0809,61.8,1,Apparel,228.0,6,249,82,0.97,0.0,80028.0,0.0,2,12,4,2025,0,1
2025-12-25,P016,S03,WH4,East,263,0,0,285,13,0.0321,54.75,1,Apparel,228.0,6,249,82,0.97,0.0,89946.0,0.0,3,12,4,2025,0,1
2025-12-26,P016,S03,WH4,West,300,0,0,52,28,0.0272,41.69,1,Apparel,228.0,6,249,82,0.97,0.0,102600.0,0.0,4,12,4,2025,0,1
2025-12-27,P016,S03,WH4,West,230,100,100,248,1,0.1061,16.85,1,Apparel,228.0,6,249,82,0.97,22800.0,44460.0,4.5600000000000005,5,12,4,2025,1,0
2025-12-28,P016,S03,WH4,West,223,0,0,132,32,0.0679,43.42,1,Apparel,228.0,6,249,82,0.97,0.0,76266.0,0.0,6,12,4,2025,1,1
2025-12-29,P016,S03,WH4,West,239,0,0,256,30,0.0526,87.51,1,Apparel,228.0,6,249,82,0.97,0.0,81738.0,0.0,0,12,4,2025,0,1
2025-12-30,P016,S03,WH4,South,253,0,0,161,16,0.0285,111.48,1,Apparel,228.0,6,249,82,0.97,0.0,86526.0,0.0,1,12,4,2025,0,1
2025-12-31,P016,S03,WH4,South,203,0,0,220,31,0.0954,30.96,1,Apparel,228.0,6,249,82,0.97,0.0,69426.0,0.0,2,12,4,2025,0,1
2022-01-01,P017,S06,WH4,North,71,894,71,29,17,0.0361,72.88,0,Grocery,11.57,4,255,100,0.73,821.47,0.0,2.068716,5,1,1,2022,1,1
2022-01-02,P017,S06,WH4,Central,79,815,79,63,1,0.0419,107.98,0,Grocery,11.57,4,255,100,0.73,914.03,0.0,1.8859100000000004,6,1,1,2022,1,0
2022-01-03,P017,S06,WH4,East,78,737,78,133,30,0.0132,7.08,0,Grocery,11.57,4,255,100,0.73,902.46,0.0,1.705418,0,1,1,2022,0,1
2022-01-04,P017,S06,WH4,Central,76,661,76,104,24,0.0144,149.59,0,Grocery,11.57,4,255,100,0.73,879.32,0.0,1.529554,1,1,1,2022,0,1
2022-01-05,P017,S06,WH4,Central,60,601,60,35,19,0.0952,85.89,0,Grocery,11.57,4,255,100,0.73,694.2,0.0,1.3907140000000002,2,1,1,2022,0,1
2022-01-06,P017,S06,WH4,South,65,536,65,167,20,0.0061,110.16,0,Grocery,11.57,4,255,100,0.73,752.0500000000001,0.0,1.240304,3,1,1,2022,0,1
2022-01-07,P017,S06,WH4,Central,81,455,81,100,18,0.0121,42.99,0,Grocery,11.57,4,255,100,0.73,937.1700000000001,0.0,1.0528700000000002,4,1,1,2022,0,1
2022-01-08,P017,S06,WH4,Central,68,387,68,4,30,0.0014,131.37,0,Grocery,11.57,4,255,100,0.73,786.76,0.0,0.895518,5,1,1,2022,1,1
2022-01-09,P017,S06,WH4,South,82,305,82,118,7,0.0293,133.83,0,Grocery,11.57,4,255,100,0.73,948.74,0.0,0.70577,6,1,1,2022,1,1
2022-01-10,P017,S06,WH4,West,75,230,75,277,11,0.009,35.44,0,Grocery,11.57,4,255,100,0.73,867.75,0.0,0.53222,0,1,1,2022,0,1
2022-01-11,P017,S06,WH4,Central,80,150,80,5,6,0.0085,126.59,0,Grocery,11.57,4,255,100,0.73,925.6,0.0,0.3471,1,1,1,2022,0,1
2022-01-12,P017,S06,WH4,South,64,86,64,235,10,0.0246,77.63,0,Grocery,11.57,4,255,100,0.73,740.48,0.0,0.19900400000000001,2,1,1,2022,0,1
2022-01-13,P017,S06,WH4,South,79,7,7,207,29,0.0067,136.77,1,Grocery,11.57,4,255,100,0.73,80.99000000000001,1249.56,0.016198000000000004,3,1,1,2022,0,1
2022-01-14,P017,S06,WH4,East,77,930,77,167,31,0.0646,15.79,0,Grocery,11.57,4,255,100,0.73,890.89,0.0,2.1520200000000003,4,1,1,2022,0,1
2022-01-15,P017,S06,WH4,West,76,854,76,217,30,0.0555,18.18,0,Grocery,11.57,4,255,100,0.73,879.32,0.0,1.9761560000000002,5,1,1,2022,1,1
2022-01-16,P017,S06,WH4,South,49,805,49,116,9,0.0082,84.57,0,Grocery,11.57,4,255,100,0.73,566.9300000000001,0.0,1.8627700000000003,6,1,1,2022,1,1
2022-01-17,P017,S06,WH4,East,102,703,102,14,7,0.0024,148.58,0,Grocery,11.57,4,255,100,0.73,1180.14,0.0,1.6267420000000001,0,1,1,2022,0,1
2022-01-18,P017,S06,WH4,East,71,632,71,223,29,0.0006,97.26,0,Grocery,11.57,4,255,100,0.73,821.47,0.0,1.462448,1,1,1,2022,0,1
2022-01-19,P017,S06,WH4,Central,74,558,74,192,17,0.0275,79.49,0,Grocery,11.57,4,255,100,0.73,856.1800000000001,0.0,1.2912120000000002,2,1,1,2022,0,1
2022-01-20,P017,S06,WH4,West,73,485,73,165,29,0.0712,124.4,0,Grocery,11.57,4,255,100,0.73,844.61,0.0,1.12229,3,1,1,2022,0,1
2022-01-21,P017,S06,WH4,North,80,405,80,298,20,0.133,66.47,0,Grocery,11.57,4,255,100,0.73,925.6,0.0,0.9371700000000002,4,1,1,2022,0,1
2022-01-22,P017,S06,WH4,West,66,339,66,118,15,0.0589,33.51,0,Grocery,11.57,4,255,100,0.73,763.62,0.0,0.7844460000000001,5,1,1,2022,1,1
2022-01-23,P017,S06,WH4,North,96,243,96,11,22,0.0374,30.82,0,Grocery,11.57,4,255,100,0.73,1110.72,0.0,0.5623020000000001,6,1,1,2022,1,1
2022-01-24,P017,S06,WH4,West,71,172,71,12,17,0.051,112.28,0,Grocery,11.57,4,255,100,0.73,821.47,0.0,0.39800800000000003,0,1,1,2022,0,1
2022-01-25,P017,S06,WH4,West,66,106,66,142,4,0.0297,101.21,0,Grocery,11.57,4,255,100,0.73,763.62,0.0,0.24528400000000003,1,1,1,2022,0,0
2022-01-26,P017,S06,WH4,Central,92,14,14,34,6,0.0014,93.81,1,Grocery,11.57,4,255,100,0.73,161.98000000000002,1353.69,0.03239600000000001,2,1,1,2022,0,1
2022-01-27,P017,S06,WH4,South,82,932,82,191,17,0.0517,115.32,0,Grocery,11.57,4,255,100,0.73,948.74,0.0,2.156648,3,1,1,2022,0,1
2022-01-28,P017,S06,WH4,South,78,854,78,110,3,0.0329,141.44,0,Grocery,11.57,4,255,100,0.73,902.46,0.0,1.9761560000000002,4,1,1,2022,0,0
2022-01-29,P017,S06,WH4,South,76,778,76,150,28,0.1716,147.79,0,Grocery,11.57,4,255,100,0.73,879.32,0.0,1.8002920000000002,5,1,1,2022,1,1
2022-01-30,P017,S06,WH4,West,71,707,71,122,1,0.0051,57.83,0,Grocery,11.57,4,255,100,0.73,821.47,0.0,1.635998,6,1,1,2022,1,0
2022-01-31,P017,S06,WH4,East,66,641,66,240,32,0.0028,21.86,0,Grocery,11.57,4,255,100,0.73,763.62,0.0,1.483274,0,1,1,2022,0,1
2022-02-01,P017,S06,WH4,East,66,575,66,78,5,0.0003,86.78,0,Grocery,11.57,4,255,100,0.73,763.62,0.0,1.3305500000000001,1,2,1,2022,0,1
